33.988449,-81.031237
33.988447,-81.031239
33.988446,-81.031242
33.988446,-81.031245
33.988447,-81.031248
33.988449,-81.031250
33.988451,-81.031252
33.988454,-81.031253
33.988457,-81.031254
33.988460,-81.031253
33.988462,-81.031252
33.988465,-81.031251
33.988467,-81.031249
33.988469,-81.031247
33.988470,-81.031244
33.988471,-81.031241
33.988471,-81.031238
33.988471,-81.031236
33.988470,-81.031233
33.988469,-81.031230
33.988468,-81.031228
33.988466,-81.031225
33.988464,-81.031224
33.988461,-81.031222
33.988459,-81.031221
33.988456,-81.031220
33.988453,-81.031220
33.988450,-81.031220
33.988447,-81.031220
33.988445,-81.031221
33.988442,-81.031222
33.988440,-81.031224
33.988437,-81.031225
33.988435,-81.031227
33.988433,-81.031230
33.988432,-81.031232
33.988431,-81.031235
33.988430,-81.031237
33.988430,-81.031240
33.988429,-81.031243
33.988429,-81.031246
33.988430,-81.031249
33.988431,-81.031252
33.988432,-81.031254
33.988433,-81.031257
33.988435,-81.031259
33.988437,-81.031261
33.988439,-81.031263
33.988441,-81.031265
33.988443,-81.031267
33.988446,-81.031268
33.988449,-81.031269
33.988451,-81.031269
33.988454,-81.031270
33.988457,-81.031270
33.988460,-81.031270
33.988463,-81.031270
33.988465,-81.031269
33.988468,-81.031268
33.988471,-81.031267
33.988473,-81.031265
33.988475,-81.031264
33.988478,-81.031262
33.988480,-81.031260
33.988481,-81.031258
33.988483,-81.031255
33.988484,-81.031253
33.988486,-81.031250
33.988487,-81.031247
33.988487,-81.031245
33.988488,-81.031242
33.988488,-81.031239
33.988488,-81.031236
33.988488,-81.031233
33.988487,-81.031231
33.988486,-81.031228
33.988485,-81.031225
33.988484,-81.031223
33.988483,-81.031220
33.988481,-81.031218
33.988479,-81.031216
33.988477,-81.031213
33.988475,-81.031212
33.988473,-81.031210
33.988471,-81.031208
33.988468,-81.031207
33.988466,-81.031206
33.988463,-81.031205
33.988460,-81.031204
33.988457,-81.031204
33.988455,-81.031203
33.988452,-81.031203
33.988449,-81.031203
33.988446,-81.031204
33.988443,-81.031204
33.988441,-81.031205
33.988438,-81.031206
33.988435,-81.031207
33.988433,-81.031208
33.988430,-81.031210
33.988428,-81.031211
33.988426,-81.031213
33.988424,-81.031215
33.988422,-81.031217
33.988420,-81.031220
33.988419,-81.031222
33.988417,-81.031225
33.988416,-81.031227
33.988415,-81.031230
33.988414,-81.031232
33.988414,-81.031235
33.988413,-81.031238
33.988413,-81.031241
33.988413,-81.031244
33.988413,-81.031246
33.988413,-81.031249
33.988414,-81.031252
33.988414,-81.031255
33.988415,-81.031258
33.988416,-81.031260
33.988417,-81.031263
33.988419,-81.031265
33.988420,-81.031268
33.988422,-81.031270
33.988424,-81.031272
33.988426,-81.031274
33.988428,-81.031276
33.988430,-81.031278
33.988433,-81.031279
33.988435,-81.031281
33.988437,-81.031282
33.988440,-81.031283
33.988443,-81.031284
33.988445,-81.031285
33.988448,-81.031286
33.988451,-81.031286
33.988454,-81.031287
33.988457,-81.031287
33.988459,-81.031287
33.988462,-81.031286
33.988465,-81.031286
33.988468,-81.031285
33.988471,-81.031285
33.988473,-81.031284
33.988476,-81.031283
33.988478,-81.031281
33.988481,-81.031280
33.988483,-81.031279
33.988486,-81.031277
33.988488,-81.031275
33.988490,-81.031273
33.988492,-81.031271
33.988494,-81.031269
33.988495,-81.031267
33.988497,-81.031264
33.988498,-81.031262
33.988500,-81.031259
33.988501,-81.031257
33.988502,-81.031254
33.988503,-81.031251
33.988503,-81.031249
33.988504,-81.031246
33.988504,-81.031243
33.988504,-81.031240
