-81.288929,34.133323
-81.288929,34.133323
-81.288928,34.133323
-81.288924,34.133328
-81.288924,34.133328
-81.288920,34.133331
-81.288919,34.133332
-81.288910,34.133334
-81.288904,34.133332
-81.288903,34.133323
-81.288904,34.133323
-81.288909,34.133317
-81.288909,34.133317
-81.288915,34.133314
-81.288915,34.133314
-81.288923,34.133312
-81.288927,34.133312
-81.288934,34.133315
-81.288937,34.133323
-81.288936,34.133327
-81.288935,34.133330
-81.288933,34.133337
-81.288933,34.133337
-81.288927,34.133343
-81.288927,34.133343
-81.288921,34.133347
-81.288911,34.133348
-81.288906,34.133347
-81.288898,34.133343
-81.288895,34.133340
-81.288893,34.133336
-81.288892,34.133332
-81.288893,34.133325
-81.288894,34.133321
-81.288896,34.133315
-81.288898,34.133313
-81.288901,34.133309
-81.288903,34.133307
-81.288908,34.133304
-81.288908,34.133304
-81.288915,34.133301
-81.288923,34.133300
-81.288924,34.133300
-81.288933,34.133302
-81.288937,34.133304
-81.288942,34.133307
-81.288946,34.133315
-81.288948,34.133319
-81.288949,34.133323
-81.288949,34.133330
-81.288948,34.133332
-81.288945,34.133335
-81.288941,34.133340
-81.288938,34.133343
-81.288932,34.133348
-81.288932,34.133348
-81.288928,34.133352
-81.288927,34.133352
-81.288920,34.133355
-81.288913,34.133357
-81.288910,34.133357
-81.288903,34.133356
-81.288899,34.133355
-81.288892,34.133351
-81.288889,34.133348
-81.288886,34.133344
-81.288884,34.133340
-81.288885,34.133332
-81.288886,34.133329
-81.288887,34.133325
-81.288888,34.133321
-81.288888,34.133317
-81.288889,34.133312
-81.288890,34.133309
-81.288894,34.133303
-81.288897,34.133301
-81.288901,34.133298
-81.288901,34.133297
-81.288908,34.133293
-81.288915,34.133290
-81.288915,34.133290
-81.288923,34.133289
-81.288928,34.133289
-81.288933,34.133291
-81.288937,34.133293
-81.288943,34.133297
-81.288946,34.133300
-81.288949,34.133303
-81.288951,34.133308
-81.288953,34.133311
-81.288957,34.133319
-81.288957,34.133322
-81.288957,34.133326
-81.288957,34.133330
-81.288956,34.133337
-81.288954,34.133339
-81.288952,34.133342
-81.288948,34.133348
-81.288945,34.133350
-81.288940,34.133355
-81.288940,34.133356
-81.288934,34.133361
-81.288934,34.133361
-81.288928,34.133365
-81.288920,34.133367
-81.288920,34.133368
-81.288912,34.133368
-81.288910,34.133368
-81.288900,34.133366
-81.288896,34.133363
-81.288893,34.133362
-81.288889,34.133359
-81.288885,34.133354
-81.288882,34.133351
-81.288880,34.133348
-81.288878,34.133344
-81.288876,34.133335
-81.288874,34.133332
-81.288873,34.133329
-81.288872,34.133322
-81.288873,34.133319
-81.288877,34.133313
-81.288879,34.133310
-81.288881,34.133304
-81.288883,34.133301
-81.288885,34.133298
-81.288887,34.133295
-81.288889,34.133293
-81.288893,34.133289
-81.288900,34.133285
-81.288901,34.133285
-81.288907,34.133283
-81.288908,34.133283
-81.288914,34.133282
-81.288922,34.133281
-81.288923,34.133281
-81.288931,34.133281
-81.288935,34.133282
-81.288940,34.133284
-81.288943,34.133285
-81.288950,34.133289
-81.288953,34.133292
-81.288957,34.133296
-81.288959,34.133300
-81.288961,34.133304
-81.288964,34.133311
-81.288965,34.133315
-81.288965,34.133319
-81.288965,34.133323
-81.288965,34.133330
-81.288964,34.133334
-81.288964,34.133338
-81.288963,34.133344
-81.288961,34.133347
-81.288959,34.133350
-81.288956,34.133356
-81.288954,34.133358
-81.288948,34.133363
-81.288948,34.133364
-81.288942,34.133369
-81.288941,34.133369
-81.288936,34.133372
-81.288928,34.133375
-81.288927,34.133375
